"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"antr","1.59","2.50","5.65","1,682","1,000","-18.0%","-2.0%","22.4M","8.96M","1.00M","none","none","1.22","-2.66","-0.20","0.35","0.66","2.05","none","7.21","2.00M","-5.26M","-11.6M","none","none","Dec 31","none","-54.31%","none","2.53","0.01","5.92M","2,000","0.2%","0","0.67","3,000"
