"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"brkt","2.72","3.89","15.375","0.95","54.9K","32.0K","-72.2%","-62.7%","48.3M","12.4M","10.2M","none","7.00","none","-0.43","none","2.92","0.56","none","none","none","5.12M","-5.19M","none","0.6%","Dec 31","none","none","none","-6.08%","4.37","0","35.1M","98.0K","1.0%","185.0K","3.16","31.0K"
