"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"apcfy","1.875","2.69","3.34","0.66","182","0","+9.0%","+46.1%","7.37M","2.74M","1.59M","none","none","2.21","0.42","0.05","0.96","0.79","1.22","6.36","2.79","3.65M","1.24M","1.24M","34.1%","34.1%","Dec 31","none","15.49%","22.36%","4.93","0.31","2.17M","1,000","0.1%","0","0","2"
