"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"hinky.ob","33.50","36.00","52.15","0.41","14.7K","9,000","-17.4%","+10.7%","14.1B","392.0M","388.1M","none","6.08","1.54","0.68","19.92","4.06","5.92","23.36","1.81","7.79B","1.36B","602.8M","8.1%","11.8%","Dec 31","none","10.46%","28.07%","1.49","0.31","1.59B","none","1"
