"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"rome","9.50","16.77","18.00","5,591","3,000","+67.7%","+124.9%","52.3M","3.12M","1.00M","0.28","1.67%","none","12.13","0.63","0.16","5.75","5.04","1.38","26.70","2.92","17.5M","none","1.91M","11.0%","52.4%","Dec 31","none","0.78%","5.08%","none","none","15.0M","0","0","0"
