"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"grow","0.85","0.95","1.04","0","0.0%","+1.2%","7.08M","7.45M","5.40M","none","none","0.76","-0.10","-0.04","1.18","0.33","1.24","none","0.80","8.89M","-422.0K","-794.0K","-8.9%","-8.5%","June 30","none","-9.27%","-12.77%","4.06","0.19","2.50M","0","1,000","1,000"
