"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"ctrly.ob","0.001","1.01","14.25","0","0","-92.9%","-90.5%","1.11M","1.10M","848.0K","none","50.55","-17.55","-13.89","74.95","22.92","0.02","none","0.01","83.1M","8.12M","-19.8M","-22.3%","-18.5%","June 30","none","-6.00%","-28.20%","1.56","3.42","25.2M","39.0K","4.6%","38.0K","0","4"
