"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cz","13.91","14.73","23.76","52.4K","33.0K","-14.0%","+15.3%","741.4M","50.3M","36.7M","0.35","2.40%","none","54.25","1.21","-0.07","96.47","0.52","0.27","12.19","0.15","4.86B","420.2M","61.2M","1.3%","0.9%","Dec 31","none","none","0.87%","2.31%","1.22","0.40","0","350.0K","1.0%","54.0K","6.25","56.0K"
