"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"acba","7.25","9.99","10.125","273","0","+17.5%","+57.6%","16.4M","1.64M","1.40M","none","none","7.95","0.31","0.12","7.51","3.52","1.26","32.33","1.33","11.6M","none","480.0K","4.1%","Dec 31","none","0.35%","4.01%","none","0.13","5.78M","0","0","0"
