Company,result
AMPX,4.954469427594587
FTWR,4.893776505739168
IIG,4.885398616461834
AOI,4.881249177070624
GROW,4.871962833817409
WYY,4.869860321990156
CHDX,4.866970210670938
AXR,4.863853605261551
CMOS,4.86267627724919
ECMV,4.85788717513423
DXPE,4.8536845818826215
ANGN,4.851416762753038
AMKR,4.842268143015651
SEB,4.841726061285187
GMKT,4.838090061269797
CUP,4.836860232923557
AVNX,4.8364943579742645
ZVXI,4.833814527799895
ORCT,4.833230155970792
CTRX,4.831723997078308
