Company,result
GOAM,4.95421007895228
GROW,4.92319137853373
WYY,4.905665559272204
GBN,4.90072301294001
FTWR,4.885162802488496
AXR,4.8687128789373135
DXPE,4.851969440514989
CMOS,4.843884481823302
GRZ,4.840700760144549
IBAS,4.835146982479648
TWW,4.833041251581484
VIV,4.8328454364389435
MOVI,4.831412068401295
CAAS,4.829065074310879
IIG,4.827961862958018
ECMV,4.825292361251855
APN,4.821968287145361
TOPT,4.820533099422873
BTRX,4.818380701649177
IKAN,4.81606931708668
