"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"ACPW","1.15","1.29","3.03","0.58","910,058","494,100","9.32%","10.39%","103.39M","80.14M","62.59M","N/A","N/A","N/A","0.25","-0.03","-0.03","0.93","0.14","4.98","N/A","1.34","74.33M","-561.00K","-2.26M","-3.04%","-2.87%","Dec 31","Jun 30, 2011","-3.31%","-11.45%","1.75","27.76","11.10M","4.42M","5.60%","3.45M","7.70","398,489","1.15","0.9115","-20.74","14.02","810268.15","-34.76"
"ACRX","2.90","3.22","5.09","N/A","6,165","6,289","N/A","none","62.53M","19.42M","3.69M","N/A","N/A","N/A","1.46","-1.92","-1.92","0.01","1.95","2.26","N/A","1,606.96","40.00K","-13.13M","-15.09M","N/A","-33,995.00%","Dec 31","Jun 30, 2011","N/A","N/A","10.33","30.73","37.80M","3.73K","0.10%","2.17K","1.00","5,125","3.23","2.96","-8.36","14.02","6172.53","-22.38"
"ACTG","16.64","39.93","47.24","1.02","509,358","501,800","131.48%","132.55%","1.71B","42.87M","41.40M","N/A","N/A","N/A","7.17","0.90","0.90","4.98","6.98","5.71","44.42","9.86","177.93M","56.03M","33.90M","19.05%","27.71%","Dec 31","Jun 30, 2011","14.28%","19.42%","10.61","N/A","299.42M","2.54M","7.10%","2.14M","4.00","617,632","32.78","39.84","21.54","14.02","28390299.08","7.52"
"ACTS","1.67","1.78","2.60","1.17","26,162","18,122","-11.00%","-9.93%","123.85M","69.58M","57.54M","N/A","N/A","N/A","3.92","0.03","0.03","0.56","2.91","0.44","59.33","2.98","39.88M","-8.13M","2.22M","5.56%","-29.39%","Dec 31","Jun 30, 2011","-2.49%","0.80%","7.80","4.40","202.30M","14.61K","N/A","14.76K","0.50","12,733","2.02","2.10","3.96","14.02","107154.94","-10.06"
"ACU","8.51","9.50","11.00","0.70","4,851","1,900","-8.30%","-7.23%","29.46M","3.10M","2.59M","0.28","2.90%","N/A","8.87","0.86","0.86","21.97","1.37","1.07","11.01","0.43","67.87M","4.40M","2.66M","3.91%","5.16%","Dec 31","Jun 30, 2011","3.93%","10.13%","3.94","67.58","4.23M","2.56K","0.10%","1.17K","0.70","7,440","9.55","9.38","-1.78","14.02","2062.80","-15.80"
"ACUR","2.20","2.87","6.80","0.70","151,422","53,722","16.67%","17.74%","130.05M","45.32M","11.57M","N/A","N/A","Dec 5, 2007","0.88","0.18","0.18","0.45","0.87","3.10","15.77","5.86","21.12M","9.16M","8.69M","41.16%","42.74%","Dec 31","Jun 30, 2011","16.11%","25.84%","32.52","N/A","39.50M","948.95K","8.50%","930.70K","9.40","27,867","3.67","4.44","20.98","14.02","892136.63","6.96"
"ACW","6.80","7.87","16.34","4.14","645,006","528,344","-28.45%","-27.38%","372.14M","47.29M","29.77M","N/A","N/A","Nov 19, 2010","6.24","-2.56","-2.56","26.43","0.74","1.25","N/A","0.43","866.41M","65.96M","-83.90M","-9.68%","1.69%","Dec 31","Jun 30, 2011","1.04%","-56.13%","1.87","109.29","35.06M","1.76M","15.80%","1.72M","2.80","305,801","4.53","6.32","39.51","14.02","3520444.20","25.50"
"ACWI","none","39.21","none","none","none","none","none","none","-5.57%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","1.92B","none","none","none","none","none","none","none","none","none","710,988","38.00","43.55","14.61","14.02","39519582.00","0.59"
"ACWX","none","34.89","none","none","none","none","none","none","-7.91%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","iShares","898.71M","none","none","none","none","none","none","none","none","none","389,254","34.05","38.98","14.48","14.02","4788451.50","0.46"
"ACXM","8.94","10.31","18.83","1.33","724,872","908,744","-31.59%","-30.52%","840.55M","81.53M","80.57M","N/A","N/A","Nov 12, 1996","7.39","-0.28","-0.28","14.66","2.34","1.31","N/A","0.67","1.18B","240.51M","-21.98M","-1.87%","9.79%","Mar 31","Jun 30, 2011","5.44%","-4.67%","2.03","64.92","191.09M","2.70M","N/A","2.45M","3.40","576,319","9.51","13.19","38.70","14.02","4967139.57","24.68"
"ACY","7.02","7.10","24.00","1.09","7,140","9,500","-57.51%","-56.44%","10.96M","1.54M","1.22M","N/A","N/A","N/A","25.73","-2.08","-2.08","15.05","0.95","0.30","N/A","0.51","23.22M","4.34M","-3.20M","-13.80%","-8.85%","Dec 31","Jun 30, 2011","-0.99%","-7.75%","0.14","161.18","1.46M","1.38K","0.10%","2.92K","0.20","7,090","7.11","5.85","-17.72","14.02","6462.99","-31.74"
"ADAT","0.38","0.88","1.60","1.68","95,820","42,289","46.67%","47.74%","40.54M","46.07M","38.01M","N/A","N/A","N/A","0.13","-0.30","-0.30","0.17","0.06","6.72","N/A","5.86","7.07M","-6.82M","-6.99M","-173.87%","-102.53%","Jun 30","Mar 31, 2011","-24.78%","-52.97%","2.02","N/A","2.51M","1.65M","4.60%","1.63M","20.80","13,982","0.82","0.68","-17.07","14.02","49302.50","-31.09"
"ADBE","22.67","24.88","35.99","1.54","6,960,840","9,184,330","-7.44%","-6.37%","12.30B","494.54M","491.60M","N/A","N/A","May 24, 2005","11.25","1.87","1.87","7.98","5.32","2.16","13.33","2.95","4.05B","1.45B","962.94M","23.78%","28.84%","Dec 3","Jun 3, 2011","8.93%","18.22%","3.23","28.17","2.63B","15.23M","N/A","13.18M","1.90","5,681,639","23.26","29.41","26.44","14.02","183894420.62","12.42"
"ADC","19.50","22.21","29.25","1.31","64,959","82,589","-16.94%","-15.87%","213.84M","9.63M","9.04M","1.60","7.40%","N/A","17.17","0.98","0.98","3.98","0.09","1.25","22.71","5.41","38.23M","27.83M","9.06M","24.70%","57.30%","Dec 31","Jun 30, 2011","4.96%","5.45%","0.09","57.61","851.86K","964.61K","10.40%","906.90K","14.90","95,387","21.15","23.91","13.05","14.02","1571550.75","-0.97"
"ADEP","2.99","3.31","6.89","2.12","4,628","7,633","-40.89%","-39.82%","32.24M","9.74M","6.53M","N/A","N/A","Feb 25, 2005","1.93","-0.77","-0.77","6.53","0.89","1.72","N/A","0.56","57.51M","-4.13M","-6.76M","-11.76%","-9.30%","Jun 30","Jun 30, 2011","-9.14%","-34.46%","2.33","20.72","8.63M","5.04K","0.10%","4.84K","1.00","6,611","3.21","3.32","3.43","14.02","2397.87","-10.59"
"ADES","4.54","17.76","24.92","1.77","38,005","53,122","266.19%","267.26%","136.02M","7.66M","5.61M","N/A","N/A","N/A","0.18","-5.13","-5.13","4.24","5.42","77.14","N/A","3.23","31.97M","-6.89M","-38.73M","-121.15%","-23.90%","Dec 31","Jun 30, 2011","-6.85%","-289.30%","0.99","151.07","41.53M","281.66K","N/A","262.01K","6.90","137,645","14.26","15.28","7.15","14.02","1075346.60","-6.86"
"ADGE","1.21","1.25","3.46","0.22","58,191","18,367","-58.05%","-56.98%","57.38M","45.90M","19.43M","N/A","N/A","N/A","0.33","-0.04","-0.04","0.13","0.29","3.78","N/A","9.44","6.08M","-585.17K","-1.56M","-25.74%","-27.76%","Dec 31","Jun 30, 2011","-4.77%","-9.56%","15.84","77.13","13.41M","264.36K","1.00%","285.98K","15.80","4,401","1.37","1.47","7.30","14.02","9743.44","-6.72"
"ADGF","4.07","5.20","8.04","1.00","18,046","9,533","18.72%","19.79%","40.05M","7.70M","3.75M","N/A","N/A","Feb 19, 2008","7.11","0.70","0.70","12.82","0.50","0.72","7.42","0.41","96.59M","6.23M","5.43M","5.63%","5.88%","Dec 31","Jun 30, 2011","4.92%","10.64%","3.10","N/A","3.87M","4.06K","0.10%","2.92K","0.10","4,096","5.04","5.004","-0.71","14.02","45677.52","-14.73"
"ADI","29.23","32.85","43.28","1.05","4,937,060","4,484,770","6.41%","7.48%","9.84B","299.44M","293.56M","1.00","3.10%","Mar 16, 2000","12.41","2.95","2.95","10.18","11.74","2.59","11.14","3.15","3.05B","1.24B","902.36M","29.83%","36.84%","Oct 30","Jul 30, 2011","15.00%","26.74%","7.80","23.96","3.51B","9.69M","3.30%","9.22M","1.40","4,614,727","31.07","36.57","17.70","14.02","199746482.26","3.69"
"ADK","3.05","4.67","6.69","2.03","66,988","70,789","43.38%","44.45%","44.09M","9.44M","7.71M","N/A","N/A","Sep 28, 2010","1.19","-0.94","-0.94","13.00","0.60","4.06","N/A","0.43","106.96M","2.61M","-7.71M","-7.20%","0.42%","Dec 31","Jun 30, 2011","0.35%","-67.17%","0.98","777.42","5.66M","131.29K","1.90%","169.79K","2.30","32,710","3.99","4.387","9.95","14.02","217790.16","-4.07"
"ADLR","1.05","1.73","2.83","0.54","310,178","130,856","57.27%","58.34%","80.38M","46.46M","44.17M","N/A","N/A","N/A","0.25","-0.40","-0.40","0.97","0.69","7.06","N/A","1.81","44.91M","-17.86M","-18.49M","-41.17%","-40.48%","Dec 31","Jun 30, 2011","-17.92%","-94.13%","1.30","N/A","32.15M","127.04K","0.40%","154.24K","0.30","153,530","1.59","4.46","180.50","14.02","174561.33","166.49"
"ADM","25.01","25.19","38.02","0.29","6,839,550","6,468,430","-21.94%","-20.87%","17.02B","675.80M","661.27M","0.64","2.50%","Aug 30, 2001","27.82","3.13","3.13","125.66","2.00","0.91","8.04","0.21","80.68B","3.57B","2.04B","2.52%","3.34%","Jun 30","Jun 30, 2011","4.55%","12.06%","2.08","54.78","1.35B","13.68M","2.20%","12.80M","1.60","6,938,897","24.16","28.94","19.78","14.02","146567364.80","5.77"
"ADP","41.50","46.96","55.12","0.64","3,761,800","4,043,460","10.13%","11.20%","23.00B","489.68M","488.32M","1.44","3.00%","Jan 4, 1999","12.25","2.52","2.52","20.02","2.91","3.87","18.63","2.35","9.88B","2.14B","1.25B","12.70%","18.47%","Jun 30","Jun 30, 2011","3.73%","21.83%","1.07","0.62","1.43B","7.46M","1.50%","5.43M","1.40","4,802,080","46.47","52.33","12.61","14.02","259397073.51","-1.41"
"ADPI","9.50","9.81","13.86","1.15","66,749","33,022","-18.32%","-17.25%","151.58M","15.45M","13.80M","N/A","N/A","Oct 17, 2005","13.16","0.72","0.72","18.74","0.42","0.73","13.64","0.51","290.20M","49.57M","11.31M","3.90%","8.95%","Dec 31","Jun 30, 2011","4.28%","5.75%","0.86","42.89","6.51M","637.82K","4.90%","588.24K","9.30","24,575","9.05","10.56","16.69","14.02","843794.85","2.67"
"ADRA","none","21.99","none","none","none","none","none","none","-10.92%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","200","21.872","24.09","10.14","14.02","37510.48","-3.88"
"ADRD","none","17.43","none","none","none","none","none","none","-6.26%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","33,639","17.23","19.7688","14.73","14.02","151968.60","0.72"
"ADRE","none","36.23","none","none","none","none","none","none","-11.09%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","61,929","35.03","40.89","16.73","14.02","3219992.63","2.71"
"ADRU","none","16.91","none","none","none","none","none","none","-5.79%","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","18,900","16.90","19.90","17.75","14.02","918498.10","3.74"
"ADS","58.58","91.54","101.51","1.53","921,478","988,133","40.08%","41.15%","4.66B","50.92M","49.32M","N/A","N/A","N/A","1.71","4.56","4.56","56.88","4.57","54.64","20.08","1.62","2.94B","833.19M","257.06M","8.68%","24.31%","Dec 31","Jun 30, 2011","5.38%","421.69%","1.76","7,519.03","232.82M","11.75M","26.30%","11.58M","10.60","1,114,249","88.08","102.44","16.30","14.02","120630228.24","2.29"
"ADTN","26.73","29.10","47.70","1.18","1,053,420","858,156","-14.36%","-13.29%","1.88B","64.44M","64.25M","0.36","1.30%","Dec 16, 2003","10.41","2.13","2.13","10.65","2.52","2.71","13.68","2.68","678.03M","197.61M","139.24M","20.54%","27.55%","Dec 31","Jun 30, 2011","16.32%","23.98%","5.59","6.90","162.48M","3.33M","6.00%","3.45M","3.20","700,284","25.99","33.60","29.28","14.02","25338924.51","15.26"
"ADUS","2.80","4.10","6.38","N/A","27,237","15,011","-6.18%","-5.11%","44.16M","10.77M","5.76M","N/A","N/A","N/A","8.39","0.48","0.48","25.64","2.24","0.48","8.54","0.16","275.06M","15.03M","5.20M","1.89%","4.01%","Dec 31","Jun 30, 2011","4.08%","5.98%","2.02","44.27","24.10M","17.06K","0.30%","17.14K","0.60","5,960","3.80","3.85","1.32","14.02","61848.80","-12.70"
"ADVS","19.18","20.98","31.63","0.83","262,457","241,722","-21.93%","-20.86%","1.10B","52.28M","32.17M","N/A","N/A","Jan 19, 2011","5.71","0.58","0.58","5.83","1.50","3.65","36.17","3.60","302.94M","62.91M","30.20M","10.53%","15.79%","Dec 31","Jun 30, 2011","6.17%","11.30%","0.86","N/A","78.54M","2.78M","8.40%","2.44M","8.00","369,035","19.55","27.40","40.15","14.02","4449071.70","26.14"
"ADX","9.14","9.28","11.70","1.05","132,214","157,144","-6.73%","-5.66%","825.18M","88.92M","85.24M","0.20","2.20%","Oct 20, 2000","12.89","2.65","2.65","0.22","0.00","0.72","3.50","41.75","19.74M","N/A","235.82M","1,194.44%","69.29%","Dec 31","Jun 30, 2011","0.81%","22.61%","3.78","1.19","247.55K","1.66M","N/A","1.69M","12.10","98,663","8.93","10.22","14.45","14.02","2265808.90","0.43"
"ADY","4.75","5.12","13.90","0.59","70,334","80,600","-48.75%","-47.68%","111.00M","21.68M","12.40M","N/A","N/A","N/A","9.09","0.57","0.57","12.22","0.87","0.55","8.98","0.40","272.54M","22.45M","12.74M","5.62%","2.81%","Dec 31","Jun 30, 2011","1.06%","9.25%","0.56","70.07","18.89M","1.21M","14.20%","1.31M","16.00","142,502","4.61","5.37","16.49","14.02","1122539.61","2.47"
"AE","16.00","20.60","31.30","1.03","3,355","2,900","20.82%","21.89%","86.87M","4.22M","2.09M","0.54","2.60%","Feb 10, 1992","23.55","3.40","3.40","628.90","8.70","0.89","6.07","0.03","2.65B","34.35M","14.32M","0.54%","0.71%","Dec 31","Jun 30, 2011","3.84%","15.35%","1.14","N/A","36.69M","1.83K","0.10%","2.56K","0.70","4,000","19.82","23.70","19.58","14.02","79894.42","5.56"
"AEA","3.78","7.41","9.32","3.10","895,694","633,000","92.97%","94.04%","455.76M","61.51M","52.17M","0.25","3.20%","N/A","4.14","0.71","0.71","9.79","0.32","1.87","10.42","0.79","599.23M","116.28M","43.72M","7.30%","17.60%","Dec 31","Jun 30, 2011","16.07%","18.27%","5.03","33.30","19.67M","3.96M","N/A","3.96M","3.60","1,006,672","7.12","8.43","18.40","14.02","4779919.44","4.38"
"AEB","15.22","17.76","23.93","N/A","37,679","28,544","-17.16%","-16.09%","33.41B","1.88B","1.71B","N/A","N/A","N/A","15.46","0.43","0.43","35.55","14.21","1.15","41.02","0.53","62.75B","4.74B","710.61M","3.66%","4.97%","Dec 31","Jun 30, 2011","0.44%","7.50%","4.87","44.31","26.72B","N/A","N/A","N/A","N/A","42,410","17.64","18.92","7.26","14.02","343362.60","-6.76"
"AEC","13.42","15.74","18.85","1.24","358,646","309,067","7.29%","8.36%","653.75M","41.53M","39.68M","0.68","4.30%","N/A","7.21","-0.20","-0.20","4.49","0.02","2.18","N/A","3.74","174.79M","71.52M","-7.81M","-4.47%","13.11%","Dec 31","Jun 30, 2011","1.75%","-3.01%","0.54","194.97","739.00K","2.53M","6.40%","2.67M","5.80","215,458","14.57","16.98","16.54","14.02","6309145.11","2.52"
"AED","15.56","18.81","24.17","1.42","74,394","61,800","-19.27%","-18.20%","35.38B","1.88B","1.71B","N/A","N/A","N/A","15.46","0.43","0.43","35.55","14.21","1.21","43.44","0.56","62.75B","4.74B","710.61M","3.66%","4.97%","Dec 31","Jun 30, 2011","0.44%","7.50%","4.87","44.31","26.72B","45.17K","N/A","19.63K","0.40","75,881","18.11","21.38","18.06","14.02","784000.01","4.04"
"AEE","25.55","30.23","31.44","0.55","2,217,580","2,054,280","8.12%","9.19%","7.31B","241.67M","241.27M","1.54","5.20%","N/A","32.24","0.39","0.39","31.07","1.56","0.92","77.31","0.96","7.46B","2.28B","94.00M","1.26%","19.07%","Dec 31","Jun 30, 2011","3.76%","1.28%","1.51","93.11","378.00M","5.46M","2.30%","4.20M","1.80","1,993,554","29.01","31.88","9.89","14.02","86400337.95","-4.12"
"AEF","none","20.79","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","181,487","20.14","23.38","16.09","14.02","4181043.86","2.07"
"AEG","3.54","3.62","8.07","2.36","1,435,290","1,501,860","-41.14%","-40.07%","6.81B","1.88B","1.71B","N/A","N/A","Apr 17, 2003","15.46","0.43","0.43","35.55","14.21","0.24","8.36","0.11","62.75B","4.74B","710.61M","3.66%","4.97%","Dec 31","Jun 30, 2011","0.44%","7.50%","4.87","44.31","26.72B","1.18M","N/A","942.71K","0.80","1,470,769","3.83","4.78","24.80","14.02","6301039.40","10.79"
"AEGR","9.00","14.81","25.92","N/A","105,866","40,678","N/A","none","311.96M","21.06M","11.26M","N/A","N/A","N/A","3.62","-2.69","-2.69","N/A","4.16","3.99","N/A","N/A","N/A","-24.70M","-33.71M","N/A","N/A","Dec 31","Jun 30, 2011","-31.78%","-70.09%","17.42","13.22","87.54M","434.58K","5.40%","370.43K","5.50","24,437","12.07","13.09","8.45","14.02","903861.95","-5.57"
"AEH","none","18.81","none","none","none","none","none","none","N/A","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","55,840","17.93","21.35","19.07","14.02","1867642.59","5.06"
"AEHR","0.82","0.82","2.39","1.70","10,277","19,189","-39.71%","-38.64%","7.32M","8.93M","7.39M","N/A","N/A","N/A","1.02","-0.38","-0.38","1.57","0.45","0.91","N/A","0.60","13.74M","-4.45M","-3.37M","-24.55%","-36.54%","May 31","May 31, 2011","-23.62%","-33.10%","4.16","N/A","4.02M","2.70K","N/A","2.76K","0.30","100","0.766","0.9001","17.51","14.02","3753.40","3.49"
"AEIS","8.43","9.10","17.00","1.92","719,474","454,244","-27.95%","-26.88%","397.05M","43.63M","37.05M","N/A","N/A","N/A","9.53","1.90","1.90","13.03","3.34","0.92","4.79","0.68","565.43M","101.27M","69.56M","14.83%","15.64%","Dec 31","Jun 30, 2011","11.03%","19.16%","4.13","N/A","145.69M","3.41M","8.70%","3.01M","4.50","364,158","8.01","9.30","16.10","14.02","6938950.86","2.09"
"AEL","8.15","8.22","13.93","1.77","744,428","793,200","-20.43%","-19.36%","472.12M","57.44M","54.70M","0.10","1.20%","N/A","18.10","1.20","1.20","27.38","16.53","0.46","6.83","0.30","1.62B","228.62M","79.17M","4.90%","13.15%","Dec 31","Jun 30, 2011","0.51%","8.09%","4.48","58.36","949.48M","7.27M","12.90%","6.55M","7.50","578,655","8.17","10.84","32.68","14.02","5353506.88","18.66"
"AEM","54.19","60.74","88.20","0.74","2,302,520","2,119,630","-12.25%","-11.18%","10.27B","169.14M","168.72M","0.62","1.00%","N/A","22.63","1.87","1.87","9.99","1.40","2.84","32.45","6.45","1.68B","705.68M","323.51M","19.22%","27.72%","Dec 31","Jun 30, 2011","5.75%","9.55%","2.48","15.97","236.07M","4.56M","2.70%","3.91M","1.60","3,215,522","58.32","43.39","-25.60","14.02","103411391.04","-39.62"
"AEN","0.58","0.61","2.25","2.21","100,645","45,389","-24.69%","-23.62%","17.05M","28.00M","19.14M","N/A","N/A","Apr 25, 2007","0.33","-0.23","-0.23","0.06","0.30","1.84","N/A","10.58","1.59M","-3.13M","-5.47M","N/A","-215.15%","Dec 31","Jun 30, 2011","-30.40%","-84.39%","22.38","N/A","8.39M","453.36K","2.90%","482.06K","3.50","61,580","0.51","0.6149","20.57","14.02","67608.66","6.55"
"AEO","10.00","11.17","17.46","1.11","4,620,660","4,602,410","-24.63%","-23.56%","2.18B","194.90M","180.99M","0.44","4.00%","Dec 19, 2006","7.01","0.85","0.85","15.12","2.64","1.58","13.19","0.73","2.95B","437.00M","168.15M","5.69%","10.02%","Jan 29","Jul 30, 2011","9.96%","12.26%","3.19","N/A","514.00M","14.12M","7.70%","14.24M","2.30","4,024,132","11.32","13.13","15.99","14.02","44165229.04","1.97"
"AEP","33.09","37.45","38.99","0.50","4,533,700","4,480,490","2.60%","3.67%","18.06B","482.27M","481.87M","1.84","5.00%","N/A","28.92","2.99","2.99","30.86","1.07","1.28","12.53","1.21","14.84B","4.84B","1.44B","9.68%","20.62%","Dec 31","Jun 30, 2011","3.80%","10.54%","0.81","130.54","516.00M","8.50M","1.80%","5.26M","1.60","4,620,836","37.15","39.28","5.73","14.02","162451488.95","-8.28"
"AEPI","21.35","21.56","31.00","1.03","25,503","19,378","-7.47%","-6.40%","118.36M","5.49M","2.79M","N/A","N/A","Jan 12, 1994","7.53","0.82","0.82","153.61","0.16","2.90","26.39","0.13","935.52M","49.13M","5.04M","0.53%","2.99%","Oct 31","Jul 31, 2011","4.83%","9.16%","2.08","560.09","898.00K","176.79K","5.40%","154.67K","6.40","18,215","20.31","27.03","33.09","14.02","353150.28","19.07"
"AER","9.02","9.46","15.99","1.90","552,295","540,389","-21.30%","-20.23%","1.41B","149.23M","119.59M","N/A","N/A","N/A","15.48","1.64","1.64","11.58","2.31","0.59","5.76","0.86","1.60B","588.45M","227.25M","14.17%","35.34%","Dec 31","Jun 30, 2011","3.79%","11.24%","1.63","281.46","344.06M","633.64K","0.40%","996.44K","0.80","551,974","9.19","11.86","29.05","14.02","6789213.59","15.04"
"AERG","0.14","0.34","1.25","1.88","370,666","56,367","-71.67%","-70.60%","31.34M","91.37M","80.64M","N/A","N/A","N/A","0.11","-0.05","-0.05","0.12","0.08","3.33","N/A","3.06","10.45M","-3.61M","-4.44M","-40.74%","-37.96%","Dec 31","Jun 30, 2011","-19.48%","-37.49%","7.90","N/A","6.95M","843.28K","1.00%","972.48K","2.40","73,168","0.193","0.15","-22.28","14.02","17748.86","-36.30"
