"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"WLC","8.45","13.70","17.25","-0.08","1,318","4,000","+44.2%","+89.7%","15.9M","1.16M","300.0K","0.40","2.92%","6.42","0.97","0.27","16.33","0.58","2.13","14.14","0.84","19.4M","2.19M","1.15M","5.9%","6.9%","July 1","none","none","9.30%","16.36%","2.36","0.05","0","11.0K","3.7%","11.0K","0"
