"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"QXLC","0.75","1.04","15.00","15.8K","9,000","-92.2%","-89.7%","14.2M","13.7M","6.30M","none","2.52","-11.75","-0.98","1.20","1.48","0.41","none","0.87","22.2M","-185.8M","-205.0M","none","none","Mar 31","none","-85.72%","-95.53%","2.43","0.12","35.8M","1,000","0.0%","2,000","0.04","25.0K","1"
