"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"EXJF","20.50","25.50","27.95","1,591","0","+3.0%","+36.0%","73.0M","2.86M","2.30M","0.76","2.98%","none","26.89","2.15","0.58","17.95","7.35","0.95","11.89","1.42","51.6M","none","6.16M","11.9%","Dec 31","none","0.85%","8.33%","none","0.02","21.0M","0","0","1,000"
