"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"EPC","28.50","38.75","103.00","5,318","5,000","-48.4%","-31.9%","2.53B","65.3M","64.6M","none","none","9.96","none","0.31","none","1.29","3.89","none","none","none","398.1M","20.4M","none","20.1%","Sep 30","none","none","none","3.14%","1.13","0.33","0","165.0K","0.3%","182.0K","27.50","6,000","1"
