"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"HBEK","7.00","7.50","11.364","5,682","15.0K","-24.1%","+0.1%","77.5M","10.3M","9.00M","none","6.58","0.86","0.26","6.48","5.73","1.14","8.71","1.16","57.5M","none","7.02M","12.7%","Dec 31","none","0.96%","11.74%","none","0.56","53.9M","5,000","0.1%","0","1.25","4,000"
