"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"SAP","21.31","28.93","53.563","1.42","877.8K","959.0K","-42.9%","-24.6%","36.4B","1.26B","764.0M","0.12","0.41%","1.94","0.56","0.15","5.01","0.84","14.92","51.29","5.77","6.41B","1.24B","723.3M","11.4%","19.3%","Dec 31","none","14.47%","29.30%","1.99","0","1.05B","3.58M","0.5%","3.87M","4.07","878.0K","0.25"
