"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"BSC","40.65","50.52","64.45","1.75","787.2K","947.0K","-11.9%","+16.2%","5.11B","101.2M","96.1M","0.60","1.19%","47.17","4.58","0.95","63.42","91.89","1.07","11.02","0.80","9.57B","1.25B","693.1M","6.9%","11.1%","Nov 30","none","none","0.39%","14.64%","none","6.40","0","10.7M","11.1%","11.9M","12.10","881.0K"
