"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"LUX","11.60","14.20","18.15","0.39","281.2K","250.0K","-7.3%","+22.4%","6.40B","450.4M","108.1M","none","0.78","0.22","0.05","2.51","0.05","18.29","65.14","5.65","1.13B","251.6M","97.9M","8.9%","14.7%","Dec 31","none","none","7.30%","31.73%","0.90","1.65","21.2M","1.48M","1.4%","1.83M","8.02","184.0K","1"
