"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ORCH","1.50","2.30","25.375","277.9K","402.0K","-88.7%","-85.1%","90.9M","39.5M","36.8M","none","none","3.40","-1.43","-0.41","0.67","1.77","0.68","none","3.41","22.7M","-44.0M","-48.1M","none","none","Dec 31","none","-33.18%","-36.90%","8.40","0.06","70.1M","1.23M","3.4%","1.25M","6.04","204.0K"
