"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"TRBC","7.50","11.40","13.25","4,636","5,000","+42.5%","+88.0%","97.1M","8.52M","8.30M","0.48","4.21%","none","9.40","0.78","0.21","10.09","3.38","1.21","14.60","1.13","67.6M","none","5.23M","7.7%","Dec 31","none","0.55%","9.33%","none","0.01","22.6M","3,000","0.0%","2,000","0.75","4,000"
