"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ITRU","0.66","1.32","11.00","382.5K","262.0K","-79.9%","-73.5%","124.2M","94.1M","69.6M","none","1.72","-1.17","-0.59","0.11","1.26","0.77","none","12.27","9.61M","-101.0M","-106.0M","none","none","Dec 31","none","-46.34%","-51.33%","9.79","0","118.3M","366.0K","0.5%","884.0K","0.78","472.0K"
