"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"BSXT","11.00","15.21","17.50","0.52","455","0","+35.2%","+78.4%","17.8M","1.17M","1.10M","0.48","3.16%","none","15.57","1.60","0.40","12.87","4.27","0.98","9.53","1.18","15.0M","none","1.86M","12.4%","Dec 31","none","0.97%","10.83%","none","0","5.00M","0","0","0"
