"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"REPB","8.563","14.60","18.99","0.72","33.7K","26.0K","+50.7%","+98.9%","165.4M","11.3M","6.10M","none","none","15.82","-0.47","0.15","16.40","4.46","0.92","none","0.89","183.7M","none","-4.94M","-1.6%","Dec 31","none","-0.12%","-2.83%","none","0.16","50.5M","31.0K","0.5%","21.0K","1.07","29.0K"
