"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"TLB","22.02","25.50","54.99","0.95","525.3K","811.0K","-29.4%","-6.8%","1.58B","62.1M","13.7M","0.32","1.25%","8.94","1.94","0.28","25.61","0.27","2.85","13.12","1.00","1.66B","256.9M","125.9M","7.6%","12.6%","Feb 3","none","none","15.40%","23.61%","2.92","0.18","16.8M","3.28M","24.0%","2.63M","7.51","437.0K"
