"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"PCIS","1.00","4.10","5.50","10.0K","19.0K","+92.9%","+154.6%","28.2M","6.88M","5.20M","none","none","1.81","0.01","0.04","2.35","0.51","2.26","410.00","1.74","6.85M","254.0K","90.0K","3.3%","1.3%","Dec 31","none","2.60%","1.47%","1.25","0.10","3.47M","0","0","10.0K"
