"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ELAS","0.39","0.44","9.625","44.4K","98.0K","-95.3%","-93.8%","13.9M","31.5M","10.7M","none","none","1.49","-2.10","-0.25","1.42","1.31","0.29","none","0.31","39.1M","-57.0M","-57.3M","none","none","Dec 31","none","-101.90%","-228.59%","3.22","0.01","41.3M","51.0K","0.5%","51.0K","1.65","31.0K"
