"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"UBB","13.00","15.22","33.00","2.23","223.4K","362.0K","-51.5%","-36.0%","4.27B","280.7M","22.7M","0.90","5.91%","none","7.50","1.27","0.36","9.95","1.19","2.03","11.96","1.53","2.79B","none","257.3M","10.5%","Dec 31","none","1.67%","13.84%","none","1.67","334.7M","142.0K","0.6%","144.0K","1.12","127.0K","5"
