"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"BCM","27.938","33.00","36.95","1.15","20.2K","17.0K","+1.1%","+33.5%","12.2B","368.5M","364.8M","0.95","2.88%","none","17.05","2.74","0.72","25.41","2.54","1.94","12.05","1.30","9.97B","none","1.06B","11.9%","Oct 31","none","0.68%","17.16%","none","0.36","936.3M","1.32M","0.4%","775.0K","50.62","26.0K"
