"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"BKMU","10.00","16.15","18.00","23.5K","12.0K","+52.4%","+63.1%","360.8M","22.3M","9.60M","0.28","1.73%","none","13.25","0.84","0.24","8.02","1.89","1.22","19.20","2.01","172.6M","none","18.1M","10.5%","Dec 31","none","0.71%","6.90%","none","0","42.1M","23.0K","0.2%","22.0K","0.92","25.0K"
