"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"PC","9.00","9.90","19.00","167.1K","153.0K","-34.0%","-12.9%","771.2M","77.9M","67.0M","0.15","1.51%","none","36.68","2.96","1.98","8.26","4.03","0.27","3.35","1.20","1.48B","609.0M","361.0M","24.8%","25.8%","Dec 31","none","6.80%","13.37%","0.99","0.79","322.0M","514.0K","0.8%","674.0K","5.78","89.0K","1"
