"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"USB","18.25","18.44","25.24","5.23M","6.13M","-20.0%","-15.7%","36.2B","1.97B","1.91B","0.75","4.07%","none","8.10","1.28","0.29","6.32","3.69","2.28","14.41","2.92","12.1B","none","2.45B","20.3%","Dec 31","none","1.51%","16.32%","none","1.39","7.03B","26.2M","1.4%","35.8M","4.73","5.54M"
