"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"SBP","13.563","18.93","20.00","-0.69","12.5K","20.0K","+29.4%","+70.8%","755.5M","39.9M","7.60M","0.44","2.32%","13.20","1.44","0.34","14.11","4.05","1.43","13.13","1.34","578.9M","none","59.3M","11.0%","Dec 31","none","0.84%","11.34%","none","0.66","161.5M","43.0K","0.6%","46.0K","3.07","14.0K"
