"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"MRG","7.60","9.20","28.00","0.80","18.2K","33.0K","-54.8%","-40.4%","38.4M","4.18M","900.0K","none","none","0.08","1.37","-0.37","57.02","0.40","119.69","6.73","0.16","249.5M","28.4M","6.11M","2.4%","3.5%","Dec 31","none","none","5.13%","none","0.66","297.19","1.69M","41.0K","4.6%","27.0K","2.41","17.0K"
