"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"NCF","17.75","23.60","27.875","0.73","391.9K","389.0K","+15.1%","+51.9%","4.83B","204.5M","128.8M","0.60","2.54%","11.68","0.49","0.27","6.23","2.56","2.02","48.56","3.79","1.29B","none","101.3M","7.9%","Dec 31","none","0.66%","5.62%","none","0.02","522.1M","0","0","249.0K"
