"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"HCB","7.15","10.73","13.75","67.8K","87.0K","-12.4%","+15.6%","585.1M","54.5M","54.0M","none","none","34.69","6.17","4.71","45.20","3.97","0.31","1.74","0.24","3.66B","none","499.9M","13.7%","Dec 31","none","1.14%","26.42%","none","0","216.3M","106.0K","0.2%","232.0K","1.15","92.0K","2"
