"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"AMFH","17.375","26.00","27.33","101.5K","56.0K","+46.5%","+93.3%","579.1M","22.3M","18.7M","0.66","2.54%","none","19.34","1.23","0.34","5.19","0.88","1.34","21.16","5.01","126.6M","none","29.9M","23.6%","49.8%","Dec 31","none","1.58%","6.06%","none","none","19.5M","687.0K","3.7%","388.0K","4.35","158.0K"
