"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ABN","14.30","16.15","26.063","1.15","154.2K","218.0K","-29.4%","-6.8%","24.3B","1.50B","1.34B","none","none","1.32","0.41","none","none","none","12.26","none","none","none","none","none","Dec 31","none","none","none","none","none","75.6B","712.0K","0.1%","311.0K","4.91","145.0K","1"
