"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"UBSH","9.25","15.55","19.50","0.11","3,545","2,000","+63.7%","+116.0%","117.0M","7.52M","6.90M","0.44","2.83%","11.32","1.30","0.38","8.81","3.06","1.37","11.92","1.76","66.4M","none","9.84M","14.8%","Dec 31","none","1.10%","12.52%","none","0","23.0M","0","3,000","3,000"
