"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"CGEN","2.76","3.00","12.563","104.7K","45.0K","-71.4%","-62.3%","77.9M","26.0M","13.0M","none","none","3.44","-3.25","-0.15","0.50","2.99","0.87","none","6.04","9.80M","-17.7M","-38.0M","none","none","Dec 31","none","none","-17.19%","-53.59%","18.97","0","62.5M","18.0K","0.1%","32.0K","0.09","206.0K"
