"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"CRIS","3.00","3.53","16.375","131.3K","172.0K","-76.9%","-69.6%","110.8M","31.4M","22.3M","none","none","4.88","none","-0.61","none","2.12","0.72","none","none","none","none","-19.3M","none","none","Dec 31","none","none","none","-12.57%","7.99","0.04","59.0M","432.0K","1.9%","442.0K","4.55","95.0K"
