"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"KFY","7.50","8.20","40.00","1.27","128.9K","127.0K","-79.2%","-72.6%","310.1M","37.8M","35.6M","none","none","6.02","-0.70","-1.25","15.53","1.77","1.36","none","0.53","594.6M","22.0M","-25.9M","-3.6%","-1.9%","Apr 30","none","-4.54%","-10.16%","1.35","0.32","67.1M","674.0K","1.9%","652.0K","4.58","147.0K"
