"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"WTU","7.50","14.82","21.99","0.11","32.2K","26.0K","+69.4%","+122.7%","143.8M","9.70M","6.10M","2.63","17.76%","none","2.71","2.46","0.89","2.52","0.01","5.47","6.03","5.88","24.4M","23.8M","23.8M","97.5%","97.5%","Dec 31","none","76.83%","77.05%","0.60","0","62.0K","135.0K","2.2%","58.0K","3.75","36.0K"
