"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"PHG","15.03","20.90","42.625","1.32","1.03M","1.09M","-45.2%","-27.7%","26.7B","1.28B","1.26B","0.55","2.63%","15.01","2.89","-0.55","25.62","0.76","1.39","7.23","0.82","33.4B","2.29B","3.86B","10.2%","6.8%","Dec 31","none","9.90%","20.54%","1.63","0.30","963.4M","1.70M","0.1%","1.23M","1.82","935.0K","1"
