"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"V","37.30","45.74","78.125","315.8K","476.0K","-40.7%","-22.1%","49.7B","1.09B","1.01B","none","none","2.78","none","none","none","none","16.46","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","3.06M","0.3%","2.02M","14.91","205.0K","1"
