"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"WSBA","9.875","14.505","15.40","-0.66","7,727","11.0K","+35.4%","+78.0%","49.7M","3.42M","2.70M","none","11.17","1.36","0.37","10.18","9.75","1.30","10.68","1.43","36.0M","none","4.81M","13.4%","Dec 31","none","1.03%","13.47%","none","0","33.8M","0","1,000","6,000"
