"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"TKA","9.50","13.70","14.438","10.5K","15.0K","+31.7%","+41.0%","3.42B","250.0M","70.0M","none","none","10.56","0.18","-0.07","10.67","1.15","1.30","75.69","1.28","2.67B","865.0M","45.1M","-1.8%","2.4%","Dec 31","none","-0.62%","1.66%","0.69","1.27","287.5M","8,000","0.0%","14.0K","0.73","11.0K","2"
