"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"MDZ","10.25","11.95","40.50","3,364","4,000","-70.5%","-61.1%","1.44B","120.4M","97.6M","0.06","0.46%","none","6.56","0.46","0.05","6.97","0.81","1.82","25.92","1.72","1.03B","193.4M","68.8M","6.7%","12.6%","Oct 31","none","none","4.59%","9.20%","1.36","0.42","153.0M","52.0K","0.1%","26.0K","17.33","3,000"
