"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"GGB","4.68","5.03","11.75","1.54","19.7K","26.0K","-56.7%","-42.9%","570.9M","113.5M","52.1M","0.29","5.87%","none","1.98","none","none","none","none","2.54","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","235.0K","0.5%","231.0K","12.37","19.0K","1"
