"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"VSL","6.80","9.10","17.88","175.0K","272.0K","-19.7%","+5.6%","1.30B","142.5M","51.3M","none","none","2.25","none","none","none","none","4.04","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","273.0K","0.5%","467.0K","1.50","182.0K","2"
