"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"APU","15.063","23.71","24.75","0.32","45.0K","29.0K","+22.4%","+61.5%","1.05B","44.3M","34.1M","2.20","9.28%","none","6.08","1.20","-0.54","none","0.31","3.90","19.84","none","none","208.1M","53.9M","none","9.6%","Sep 30","none","none","4.20%","24.54%","1.11","3.24","0","16.0K","0.0%","11.0K","0.44","36.0K"
