"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"TU","10.65","12.45","26.813","29.3K","46.0K","-41.6%","-37.5%","3.59B","288.6M","213.3M","0.91","7.34%","none","13.79","0.19","0.07","16.16","0.21","0.90","66.94","0.77","4.46B","1.61B","33.3M","0.5%","18.3%","Dec 31","none","none","0.23%","0.92%","0.24","1.40","170.7M","25.0K","0.0%","18.0K","1.19","21.0K"
