"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"BPFH","13.00","18.04","24.40","0.32","99.0K","70.0K","+17.3%","+54.8%","296.0M","16.4M","12.3M","0.14","0.78%","none","6.61","0.82","0.22","4.00","1.52","2.73","21.95","4.51","63.3M","none","13.1M","20.6%","Dec 31","none","1.41%","14.50%","none","0","25.0M","418.0K","3.4%","431.0K","2.52","166.0K"
