"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ITRA","0.50","0.85","9.125","4.97","103.4K","137.0K","-85.8%","-81.3%","24.3M","28.6M","19.7M","none","none","-0.19","-2.62","-0.70","2.75","0.21","none","none","0.31","76.7M","-45.4M","-72.7M","-79.7%","-72.6%","Feb 28","none","-67.38%","-311.07%","0.68","none","6.13M","548.0K","2.8%","520.0K","4.85","113.0K"
