"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"KELYA","17.85","20.00","29.25","0.33","52.8K","56.0K","-11.6%","+16.7%","716.8M","35.8M","17.1M","1.00","5.00%","17.03","1.69","0.18","124.09","1.91","1.17","11.84","0.16","4.45B","143.1M","60.6M","1.4%","2.3%","Dec 31","none","none","5.60%","9.95%","1.59","0.07","68.6M","140.0K","0.8%","143.0K","3.78","37.0K"
