"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"BP","43.01","50.20","57.313","0.75","2.22M","2.57M","-6.3%","+23.7%","188.5B","3.75B","3.72B","1.32","2.63%","20.07","2.77","0.73","47.97","0.45","2.50","18.11","1.05","181.0B","29.0B","10.4B","6.7%","11.3%","Dec 31","none","8.69%","14.18%","1.11","0.27","1.67B","3.84M","0.1%","4.96M","1.69","2.27M","6"
