"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"POC","10.30","12.82","23.09","35.4K","31.0K","-22.8%","-17.3%","2.22B","173.1M","143.7M","none","none","13.98","1.43","0.52","14.26","none","0.92","8.98","0.90","2.45B","490.3M","244.8M","10.4%","14.1%","Dec 31","none","none","5.84%","10.18%","0.40","0","0","329.0K","0.2%","322.0K","32.90","10.0K","4"
