"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"VRTA","6.813","9.16","62.125","716.6K","1.56M","-84.1%","-79.0%","584.0M","63.8M","54.8M","none","13.06","-3.38","-0.71","1.94","6.75","0.70","none","4.72","118.9M","-128.2M","-203.6M","none","none","Apr 1","none","none","-25.57%","-26.74%","13.92","0.00","430.2M","1.97M","3.6%","2.32M","3.12","631.0K"
