"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"PNE","6.00","6.14","20.00","0.72","4,045","2,000","-69.3%","-59.5%","79.4M","12.9M","1.94M","0.91","14.77%","none","none","5.50","none","none","none","none","1.12","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","1,000","0.1%","13.0K","0.25","4,000","5"
