"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"MATV","9.74","12.03","39.50","1.00","2,500","7,000","-68.3%","-58.2%","173.1M","14.4M","2.15M","none","none","4.45","-4.29","-0.64","7.32","0.02","2.71","none","1.64","102.5M","-19.0M","-59.3M","-34.2%","-18.5%","Dec 31","none","none","-14.54%","-66.91%","0.24","2.51","1.41M","0","4,000","1,000","2"
