"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"TM","46.60","55.60","83.40","1.15","21.9K","31.0K","-31.1%","-9.1%","104.5B","1.88B","1.86B","none","none","30.62","none","1.43","none","9.12","1.82","none","none","none","12.9B","2.60B","none","5.8%","Mar 31","none","none","none","4.52%","1.41","0.66","0","145.0K","0.0%","111.0K","6.30","23.0K","2"
