"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"UBS","38.05","43.85","59.033","135.6K","299.0K","+0.1%","+32.1%","55.3B","1.26B","1.25B","1.17","2.67%","21.79","3.10","0.66","26.67","99.54","2.01","14.16","1.64","34.8B","none","4.04B","12.0%","Dec 31","none","0.61%","16.12%","none","3.83","125.6B","993.0K","0.1%","493.0K","7.70","129.0K","1"
