"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"BF","27.15","34.85","47.313","0.75","57.6K","71.0K","-4.2%","+26.4%","21.2B","607.4M","558.8M","1.09","3.13%","none","28.43","9.88","0.02","53.77","1.92","1.23","3.53","0.65","33.3B","4.85B","6.02B","18.2%","6.4%","Dec 31","none","16.64%","40.60%","2.60","0.15","1.18B","302.0K","0.1%","365.0K","5.21","58.0K","1"
